,variables
4078, alertmanager_http_response_size_bytes_bucket_10 
4079, alertmanager_http_response_size_bytes_bucket_11 
4080, alertmanager_http_response_size_bytes_bucket_12 
4081, alertmanager_http_response_size_bytes_bucket_13 
4082, alertmanager_http_response_size_bytes_bucket_14 
4083, alertmanager_http_response_size_bytes_bucket_15 
4084, kafka_server_replicaalterlogdirsmanager_total_maxlag_clientid_replicaalterlogdirs_value_0 
4085, kafka_server_replicaalterlogdirsmanager_total_maxlag_clientid_replicaalterlogdirs_value_1 
4086, kafka_server_replicaalterlogdirsmanager_total_maxlag_clientid_replicaalterlogdirs_value_2 
4087, prometheus_notifications_latency_seconds_count_0 
4088, kube_node_labels_0 
4089, kube_node_labels_1 
4090, kube_node_labels_2 
4091, kube_node_labels_3 
4092, java_lang_threading_synchronizerusagesupported_0 
4093, java_lang_threading_synchronizerusagesupported_1 
4094, java_lang_threading_synchronizerusagesupported_2 
4095, kafka_server_kafkaserver_total_yammer_metrics_count_value_0 
4096, kafka_server_kafkaserver_total_yammer_metrics_count_value_1 
4097, kafka_server_kafkaserver_total_yammer_metrics_count_value_2 
4098, go_memstats_heap_alloc_bytes_0 
4099, go_memstats_heap_alloc_bytes_1 
4100, go_memstats_heap_alloc_bytes_2 
4101, go_memstats_heap_alloc_bytes_3 
4102, go_memstats_heap_alloc_bytes_4 
4103, go_memstats_heap_alloc_bytes_5 
4104, go_memstats_heap_alloc_bytes_6 
4105, go_memstats_heap_alloc_bytes_7 
4106, go_memstats_heap_alloc_bytes_8 
4107, go_memstats_heap_alloc_bytes_9 
4108, kafka_controller_kafkacontroller_offlinepartitionscount_value_0 
4109, kafka_controller_kafkacontroller_offlinepartitionscount_value_1 
4110, kafka_controller_kafkacontroller_offlinepartitionscount_value_2 
4111, java_lang_memorypool_collectionusagethreshold_g1_eden_space_0 
4112, java_lang_memorypool_collectionusagethreshold_g1_eden_space_1 
4113, java_lang_memorypool_collectionusagethreshold_g1_eden_space_2 
4114, alertmanager_silences_query_duration_seconds_count_0 
4115, java_lang_memorypool_usagethresholdexceeded_compressed_class_space_0 
4116, java_lang_memorypool_usagethresholdexceeded_compressed_class_space_1 
4117, java_lang_memorypool_usagethresholdexceeded_compressed_class_space_2 
4118, prometheus_http_request_duration_seconds_count_0 
4119, prometheus_http_request_duration_seconds_count_1 
4120, go_memstats_next_gc_bytes_0 
4121, go_memstats_next_gc_bytes_1 
4122, go_memstats_next_gc_bytes_2 
4123, go_memstats_next_gc_bytes_3 
4124, go_memstats_next_gc_bytes_4 
4125, go_memstats_next_gc_bytes_5 
4126, go_memstats_next_gc_bytes_6 
4127, go_memstats_next_gc_bytes_7 
4128, go_memstats_next_gc_bytes_8 
4129, go_memstats_next_gc_bytes_9 
4130, kube_secret_metadata_resource_version_0 
4131, kube_secret_metadata_resource_version_1 
4132, kube_secret_metadata_resource_version_2 
4133, kube_secret_metadata_resource_version_3 
4134, kube_secret_metadata_resource_version_4 
4135, kube_secret_metadata_resource_version_5 
4136, kube_secret_metadata_resource_version_6 
4137, kube_secret_metadata_resource_version_7 
4138, kube_secret_metadata_resource_version_8 
4139, kube_secret_metadata_resource_version_9 
4140, kube_secret_metadata_resource_version_10 
4141, kube_secret_metadata_resource_version_11 
4142, kube_secret_metadata_resource_version_12 
4143, kube_secret_metadata_resource_version_13 
4144, kube_secret_metadata_resource_version_14 
4145, kube_secret_metadata_resource_version_15 
4146, kube_secret_metadata_resource_version_16 
4147, kube_secret_metadata_resource_version_17 
4148, kube_secret_metadata_resource_version_18 
4149, kube_secret_metadata_resource_version_19 
4150, kube_secret_metadata_resource_version_20 
4151, kube_secret_metadata_resource_version_21 
4152, kube_secret_metadata_resource_version_22 
4153, kube_secret_metadata_resource_version_23 
4154, kube_secret_metadata_resource_version_24 
4155, kube_secret_metadata_resource_version_25 
4156, kube_secret_metadata_resource_version_26 
4157, kube_secret_metadata_resource_version_27 
4158, kube_secret_metadata_resource_version_28 
4159, kube_secret_metadata_resource_version_29 
4160, kube_secret_metadata_resource_version_30 
4161, kube_secret_metadata_resource_version_31 
4162, kube_secret_metadata_resource_version_32 
4163, kube_secret_metadata_resource_version_33 
4164, kube_secret_metadata_resource_version_34 
4165, kube_secret_metadata_resource_version_35 
4166, kube_secret_metadata_resource_version_36 
4167, kube_secret_metadata_resource_version_37 
4168, kube_secret_metadata_resource_version_38 
4169, kube_secret_metadata_resource_version_39 
4170, kube_secret_metadata_resource_version_40 
4171, kube_secret_metadata_resource_version_41 
4172, kube_secret_metadata_resource_version_42 
4173, kube_secret_metadata_resource_version_43 
4174, kube_secret_metadata_resource_version_44 
4175, kube_secret_metadata_resource_version_45 
4176, kube_secret_metadata_resource_version_46 
4177, go_goroutines_0 
4178, go_goroutines_1 
4179, go_goroutines_2 
4180, go_goroutines_3 
4181, go_goroutines_4 
4182, go_goroutines_5 
4183, go_goroutines_6 
4184, go_goroutines_7 
4185, go_goroutines_8 
4186, go_goroutines_9 
4187, net_conntrack_dialer_conn_established_total_0 
4188, net_conntrack_dialer_conn_established_total_1 
4189, net_conntrack_dialer_conn_established_total_2 
4190, net_conntrack_dialer_conn_established_total_3 
4191, net_conntrack_dialer_conn_established_total_4 
4192, net_conntrack_dialer_conn_established_total_5 
4193, prometheus_rule_group_last_duration_seconds_0 
4194, prometheus_rule_group_last_duration_seconds_1 
4195, prometheus_rule_group_last_duration_seconds_2 
4196, node_disk_reads_merged_total_0 
4197, node_disk_reads_merged_total_1 
4198, node_disk_reads_merged_total_2 
4199, node_disk_reads_merged_total_3 
4200, node_disk_reads_merged_total_4 
4201, node_disk_reads_merged_total_5 
4202, prometheus_rule_group_duration_seconds_0 
4203, prometheus_rule_group_duration_seconds_1 
4204, prometheus_rule_group_duration_seconds_2 
4205, prometheus_rule_group_duration_seconds_3 
4206, prometheus_rule_group_duration_seconds_4 
4207, kafka_topic_partition_leader_0 
4208, kafka_topic_partition_leader_1 
4209, kafka_topic_partition_leader_2 
4210, kafka_topic_partition_leader_3 
4211, kafka_topic_partition_leader_4 
4212, kafka_topic_partition_leader_5 
4213, kafka_topic_partition_leader_6 
4214, kafka_topic_partition_leader_7 
4215, kafka_topic_partition_leader_8 
4216, kafka_topic_partition_leader_9 
4217, kafka_topic_partition_leader_10 
4218, kafka_topic_partition_leader_11 
4219, kafka_topic_partition_leader_12 
4220, kafka_topic_partition_leader_13 
4221, kafka_topic_partition_leader_14 
4222, kafka_topic_partition_leader_15 
4223, kafka_topic_partition_leader_16 
4224, kafka_topic_partition_leader_17 
4225, kafka_topic_partition_leader_18 
4226, kafka_topic_partition_leader_19 
4227, kafka_topic_partition_leader_20 
4228, kafka_topic_partition_leader_21 
4229, kafka_topic_partition_leader_22 
4230, kafka_topic_partition_leader_23 
4231, kafka_topic_partition_leader_24 
4232, kafka_topic_partition_leader_25 
4233, kafka_topic_partition_leader_26 
4234, kafka_topic_partition_leader_27 
4235, kafka_topic_partition_leader_28 
4236, kafka_topic_partition_leader_29 
4237, kafka_topic_partition_leader_30 
4238, kafka_topic_partition_leader_31 
4239, kafka_topic_partition_leader_32 
4240, kafka_topic_partition_leader_33 
4241, kafka_topic_partition_leader_34 
4242, kafka_topic_partition_leader_35 
4243, kafka_topic_partition_leader_36 
4244, kafka_topic_partition_leader_37 
4245, kafka_topic_partition_leader_38 
4246, kafka_topic_partition_leader_39 
4247, kafka_topic_partition_leader_40 
4248, kafka_topic_partition_leader_41 
4249, kafka_topic_partition_leader_42 
4250, kafka_topic_partition_leader_43 
4251, kafka_topic_partition_leader_44 
4252, kafka_topic_partition_leader_45 
4253, kafka_topic_partition_leader_46 
4254, kafka_topic_partition_leader_47 
4255, kafka_topic_partition_leader_48 
4256, kafka_topic_partition_leader_49 
4257, kafka_topic_partition_leader_50 
4258, java_lang_threading_currentthreadusertime_0 
4259, java_lang_threading_currentthreadusertime_1 
4260, java_lang_threading_currentthreadusertime_2 
4261, node_memory_HugePages_Rsvd_0 
4262, node_memory_HugePages_Rsvd_1 
4263, node_memory_HugePages_Rsvd_2 
4264, coredns_health_request_duration_seconds_count_0 
4265, coredns_health_request_duration_seconds_count_1 
4266, kafka_server_brokertopicmetrics_total_failedfetchrequestspersec_oneminuterate_0 
4267, kafka_server_brokertopicmetrics_total_failedfetchrequestspersec_oneminuterate_1 
4268, kafka_server_brokertopicmetrics_total_failedfetchrequestspersec_oneminuterate_2 
4269, node_timex_offset_seconds_0 
4270, node_timex_offset_seconds_1 
4271, node_timex_offset_seconds_2 
4272, kafka_server_brokertopicmetrics_totalfetchrequestspersec_count_0 
4273, kafka_server_brokertopicmetrics_totalfetchrequestspersec_count_1 
4274, kafka_server_brokertopicmetrics_totalfetchrequestspersec_count_2 
4275, kafka_server_brokertopicmetrics_totalfetchrequestspersec_count_3 
4276, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_1_topic_consumer_offsets_partition_44_value_0 
4277, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_1_topic_consumer_offsets_partition_44_value_1 
4278, promhttp_metric_handler_requests_total_0 
4279, promhttp_metric_handler_requests_total_1 
4280, promhttp_metric_handler_requests_total_2 
4281, promhttp_metric_handler_requests_total_3 
4282, promhttp_metric_handler_requests_total_4 
4283, promhttp_metric_handler_requests_total_5 
4284, promhttp_metric_handler_requests_total_6 
4285, promhttp_metric_handler_requests_total_7 
4286, promhttp_metric_handler_requests_total_8 
4287, promhttp_metric_handler_requests_total_9 
4288, promhttp_metric_handler_requests_total_10 
4289, promhttp_metric_handler_requests_total_11 
4290, promhttp_metric_handler_requests_total_12 
4291, promhttp_metric_handler_requests_total_13 
4292, promhttp_metric_handler_requests_total_14 
4293, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_2_topic_consumer_offsets_partition_48_value_0 
4294, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_2_topic_consumer_offsets_partition_48_value_1 
4295, alertmanager_silences_gc_duration_seconds_count_0 
4296, java_lang_memorypool_usagethresholdsupported_metaspace_0 
4297, java_lang_memorypool_usagethresholdsupported_metaspace_1 
4298, java_lang_memorypool_usagethresholdsupported_metaspace_2 
4299, go_memstats_heap_objects_0 
4300, go_memstats_heap_objects_1 
4301, go_memstats_heap_objects_2 
4302, go_memstats_heap_objects_3 
4303, go_memstats_heap_objects_4 
4304, go_memstats_heap_objects_5 
4305, go_memstats_heap_objects_6 
4306, go_memstats_heap_objects_7 
4307, go_memstats_heap_objects_8 
4308, go_memstats_heap_objects_9 
4309, kafka_server_fetchsessioncache_total_numincrementalfetchsessions_value_0 
4310, kafka_server_fetchsessioncache_total_numincrementalfetchsessions_value_1 
4311, kafka_server_fetchsessioncache_total_numincrementalfetchsessions_value_2 
4312, apiserver_audit_event_total_0 
4313, coredns_health_request_duration_seconds_sum_0 
4314, coredns_health_request_duration_seconds_sum_1 
4315, kafka_controller_controllerchannelmanager_queuesize_value_0 
4316, kafka_controller_controllerchannelmanager_queuesize_value_1 
4317, kafka_controller_controllerchannelmanager_queuesize_value_2 
4318, prometheus_sd_file_read_errors_total_0 
4319, kafka_server_brokertopicmetrics_total_bytesoutpersec_count_0 
4320, kafka_server_brokertopicmetrics_total_bytesoutpersec_count_1 
4321, kafka_server_brokertopicmetrics_total_bytesoutpersec_count_2 
4322, java_lang_memorypool_max_collectionusage_g1_old_gen_0 
4323, java_lang_memorypool_max_collectionusage_g1_old_gen_1 
4324, java_lang_memorypool_max_collectionusage_g1_old_gen_2 
4325, java_lang_memorypool_usagethresholdcount_g1_old_gen_0 
4326, java_lang_memorypool_usagethresholdcount_g1_old_gen_1 
4327, java_lang_memorypool_usagethresholdcount_g1_old_gen_2 
4328, kubernetes_build_info_0 
4329, node_disk_written_bytes_total_0 
4330, node_disk_written_bytes_total_1 
4331, node_disk_written_bytes_total_2 
4332, node_disk_written_bytes_total_3 
4333, node_disk_written_bytes_total_4 
4334, node_disk_written_bytes_total_5 
4335, node_memory_SwapFree_bytes_0 
4336, node_memory_SwapFree_bytes_1 
4337, node_memory_SwapFree_bytes_2 
4338, java_lang_garbagecollector_init_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_code_cache_0 
4339, java_lang_garbagecollector_init_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_code_cache_1 
4340, java_lang_garbagecollector_init_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_code_cache_2 
4341, kube_node_spec_taint_0 
4342, coredns_dns_request_duration_seconds_bucket_0 
4343, coredns_dns_request_duration_seconds_bucket_1 
4344, coredns_dns_request_duration_seconds_bucket_2 
4345, coredns_dns_request_duration_seconds_bucket_3 
4346, coredns_dns_request_duration_seconds_bucket_4 
4347, coredns_dns_request_duration_seconds_bucket_5 
4348, coredns_dns_request_duration_seconds_bucket_6 
4349, coredns_dns_request_duration_seconds_bucket_7 
4350, coredns_dns_request_duration_seconds_bucket_8 
4351, coredns_dns_request_duration_seconds_bucket_9 
4352, coredns_dns_request_duration_seconds_bucket_10 
4353, coredns_dns_request_duration_seconds_bucket_11 
4354, coredns_dns_request_duration_seconds_bucket_12 
4355, coredns_dns_request_duration_seconds_bucket_13 
4356, coredns_dns_request_duration_seconds_bucket_14 
4357, coredns_dns_request_duration_seconds_bucket_15 
4358, coredns_dns_request_duration_seconds_bucket_16 
4359, coredns_dns_request_duration_seconds_bucket_17 
4360, coredns_dns_request_duration_seconds_bucket_18 
4361, coredns_dns_request_duration_seconds_bucket_19 
4362, coredns_dns_request_duration_seconds_bucket_20 
4363, coredns_dns_request_duration_seconds_bucket_21 
4364, coredns_dns_request_duration_seconds_bucket_22 
4365, coredns_dns_request_duration_seconds_bucket_23 
4366, coredns_dns_request_duration_seconds_bucket_24 
4367, coredns_dns_request_duration_seconds_bucket_25 
4368, coredns_dns_request_duration_seconds_bucket_26 
4369, coredns_dns_request_duration_seconds_bucket_27 
4370, coredns_dns_request_duration_seconds_bucket_28 
4371, coredns_dns_request_duration_seconds_bucket_29 
4372, coredns_dns_request_duration_seconds_bucket_30 
4373, coredns_dns_request_duration_seconds_bucket_31 
4374, coredns_dns_request_duration_seconds_bucket_32 
4375, coredns_dns_request_duration_seconds_bucket_33 
4376, authenticated_user_requests_0 
4377, node_memory_Dirty_bytes_0 
4378, node_memory_Dirty_bytes_1 
4379, node_memory_Dirty_bytes_2 
4380, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_2_topic_consumer_offsets_partition_36_value_0 
4381, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_2_topic_consumer_offsets_partition_36_value_1 
4382, kafka_server_delayedfetchmetrics_total_expirespersec_fetchertype_follower_oneminuterate_0 
4383, kafka_server_delayedfetchmetrics_total_expirespersec_fetchertype_follower_oneminuterate_1 
4384, kafka_server_delayedfetchmetrics_total_expirespersec_fetchertype_follower_oneminuterate_2 
4385, java_lang_garbagecollector_committed_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_metaspace_0 
4386, java_lang_garbagecollector_committed_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_metaspace_1 
4387, java_lang_garbagecollector_committed_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_metaspace_2 
4388, kafka_server_replicamanager_total_leadercount_value_0 
4389, kafka_server_replicamanager_total_leadercount_value_1 
4390, kafka_server_replicamanager_total_leadercount_value_2 
4391, apiserver_storage_data_key_generation_duration_seconds_count_0 
4392, prometheus_tsdb_head_chunks_0 
4393, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_0_topic_consumer_offsets_partition_25_value_0 
4394, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_0_topic_consumer_offsets_partition_25_value_1 
4395, net_conntrack_dialer_conn_closed_total_0 
4396, net_conntrack_dialer_conn_closed_total_1 
4397, net_conntrack_dialer_conn_closed_total_2 
4398, net_conntrack_dialer_conn_closed_total_3 
4399, net_conntrack_dialer_conn_closed_total_4 
4400, net_conntrack_dialer_conn_closed_total_5 
4401, node_exporter_build_info_0 
4402, node_exporter_build_info_1 
4403, node_exporter_build_info_2 
4404, java_lang_memory_verbose_0 
4405, java_lang_memory_verbose_1 
4406, java_lang_memory_verbose_2 
4407, java_lang_memorypool_committed_peakusage_compressed_class_space_0 
4408, java_lang_memorypool_committed_peakusage_compressed_class_space_1 
4409, java_lang_memorypool_committed_peakusage_compressed_class_space_2 
4410, java_lang_garbagecollector_max_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_g1_survivor_space_0 
4411, java_lang_garbagecollector_max_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_g1_survivor_space_1 
4412, java_lang_garbagecollector_max_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_g1_survivor_space_2 
